nationality,class,time_s,time,5ktime,5kdiff,5kminperk,5kkmh,5kplace,10ktime,10kdiff,10kminperk,10kkmh,10kplace,15ktime,15kdiff,15kminperk,15kkmh,15kplace,20ktime,20kdiff,20kminperk,20kkmh,20kplace,finishtime_s,finishtime,finishdiff,finishminperk,finishkmh
SWE,D17,5510,01:31:50,00:21:12,21:12,04:15,14.15,117,00:42:11,20:59,04:12,14.30,111,01:03:36,21:25,04:18,14.00,95,01:26:25,22:48,04:34,13.15,105,5510,01:31:50,05:25,04:57,12.15
SWE,H17,4644,01:17:24,00:16:34,16:34,03:19,18.11,49,00:33:42,17:08,03:26,17.50,56,00:52:28,18:45,03:46,15.99,77,01:13:00,20:31,04:07,14.62,106,4644,01:17:24,04:24,04:01,14.94
SWE,D17,5511,01:31:51,00:21:20,21:20,04:17,14.05,133,00:42:48,21:27,04:18,13.98,143,01:04:49,22:00,04:25,13.63,131,01:27:15,22:26,04:30,13.37,126,5511,01:31:51,04:35,04:12,14.33
SWE,H17,4644,01:17:24,00:18:16,18:16,03:40,16.42,172,00:36:08,17:52,03:35,16.79,144,00:54:27,18:19,03:40,16.37,126,01:13:15,18:47,03:46,15.96,115,4644,01:17:24,04:08,03:47,15.87
SWE,H17,4646,01:17:26,00:18:04,18:04,03:37,16.60,146,00:35:57,17:53,03:35,16.77,136,00:54:24,18:26,03:42,16.27,122,01:13:16,18:52,03:47,15.89,117,4646,01:17:26,04:09,03:48,15.80
SWE,D17,5511,01:31:51,00:21:56,21:56,04:24,13.68,177,00:43:04,21:08,04:14,14.19,150,01:05:03,21:58,04:24,13.65,141,01:27:18,22:14,04:27,13.49,127,5511,01:31:51,04:33,04:10,14.43
SWE,D17,5512,01:31:52,00:21:38,21:38,04:20,13.87,157,00:42:58,21:20,04:17,14.06,147,01:04:44,21:45,04:22,13.79,129,01:27:08,22:24,04:29,13.39,122,5512,01:31:52,04:43,04:19,13.93
SWE,H17,4647,01:17:27,00:18:03,18:03,03:37,16.61,143,00:36:08,18:04,03:37,16.60,142,00:54:39,18:31,03:43,16.20,134,01:13:23,18:43,03:45,16.01,119,4647,01:17:27,04:03,03:43,16.20
SWE,H40,4656,01:17:36,00:17:58,17:58,03:36,16.68,133,00:35:56,17:57,03:36,16.70,131,00:54:28,18:31,03:43,16.19,127,01:13:30,19:02,03:49,15.75,123,4656,01:17:36,04:05,03:44,16.11
SWE,D35,5519,01:31:59,00:20:45,20:45,04:10,14.45,77,00:41:29,20:44,04:09,14.47,76,01:03:54,22:24,04:29,13.39,108,01:27:04,23:09,04:38,12.95,120,5519,01:31:59,04:55,04:30,13.36
SWE,D17,5519,01:31:59,00:21:30,21:30,04:19,13.95,150,00:42:34,21:03,04:13,14.24,130,01:04:28,21:53,04:23,13.70,120,01:27:15,22:47,04:34,13.17,125,5519,01:31:59,04:44,04:20,13.88
SWE,H17,4656,01:17:36,00:17:30,17:30,03:31,17.14,92,00:35:05,17:35,03:32,17.05,96,00:53:48,18:42,03:45,16.03,106,01:13:28,19:39,03:56,15.26,121,4656,01:17:36,04:08,03:47,15.91
SWE,D17,5520,01:32:00,00:21:22,21:22,04:17,14.04,138,00:42:23,21:00,04:13,14.28,124,01:04:13,21:50,04:23,13.74,116,01:27:06,22:52,04:35,13.11,121,5520,01:32:00,04:54,04:29,13.43
SWE,H35,4658,01:17:38,00:18:08,18:08,03:38,16.53,156,00:36:08,17:59,03:36,16.68,143,00:54:37,18:29,03:42,16.23,131,01:13:31,18:53,03:47,15.87,124,4658,01:17:38,04:07,03:46,15.99
SWE,H35,4659,01:17:39,00:18:19,18:19,03:40,16.37,178,00:36:26,18:06,03:38,16.56,164,00:55:04,18:38,03:44,16.10,155,01:13:47,18:43,03:45,16.02,133,4659,01:17:39,03:51,03:32,17.06
SWE,D17,5520,01:32:00,00:20:42,20:42,04:09,14.48,75,00:41:40,20:57,04:12,14.31,85,01:03:38,21:57,04:24,13.66,96,01:26:55,23:17,04:40,12.88,119,5520,01:32:00,05:05,04:39,12.93
SWE,D45,5521,01:32:01,00:20:56,20:56,04:12,14.33,94,00:42:08,21:12,04:15,14.15,107,01:04:09,22:01,04:25,13.62,113,01:27:11,23:02,04:37,13.02,123,5521,01:32:01,04:50,04:25,13.62
SWE,H40,4662,01:17:42,00:17:47,17:47,03:34,16.86,112,00:35:28,17:41,03:33,16.96,106,00:53:45,18:17,03:40,16.41,103,01:13:34,19:48,03:58,15.14,126,4662,01:17:42,04:07,03:46,15.94
SWE,D17,5522,01:32:02,00:21:13,21:13,04:15,14.14,119,00:42:45,21:32,04:19,13.92,140,01:05:20,22:34,04:31,13.29,146,01:27:26,22:06,04:26,13.57,130,5522,01:32:02,04:35,04:12,14.32
SWE,H45,4662,01:17:42,00:18:08,18:08,03:38,16.53,153,00:36:18,18:10,03:39,16.51,158,00:54:55,18:36,03:44,16.12,150,01:13:49,18:54,03:47,15.87,137,4662,01:17:42,03:52,03:33,16.96
NOR,D45,5524,01:32:04,00:21:22,21:22,04:17,14.04,137,00:42:28,21:06,04:14,14.21,126,01:04:29,22:00,04:25,13.64,121,01:27:13,22:44,04:33,13.19,124,5524,01:32:04,04:50,04:25,13.60
SWE,H17,4664,01:17:44,00:17:36,17:36,03:32,17.04,99,00:35:04,17:28,03:30,17.17,93,00:52:53,17:48,03:34,16.84,86,01:12:53,20:00,04:01,14.99,103,4664,01:17:44,04:50,04:25,13.61
SWE,D17,5535,01:32:15,00:21:37,21:37,04:20,13.87,155,00:42:53,21:16,04:16,14.10,145,01:04:49,21:55,04:24,13.69,130,01:27:22,22:33,04:31,13.30,128,5535,01:32:15,04:53,04:28,13.45
SWE,H40,4665,01:17:45,00:17:56,17:56,03:36,16.71,128,00:36:08,18:11,03:39,16.49,145,00:54:41,18:33,03:43,16.17,135,01:13:38,18:56,03:48,15.84,127,4665,01:17:45,04:07,03:46,15.98
SWE,D17,5537,01:32:17,00:22:11,22:11,04:27,13.52,219,00:43:19,21:07,04:14,14.20,163,01:05:07,21:48,04:22,13.76,143,01:27:26,22:18,04:28,13.45,129,5537,01:32:17,04:51,04:26,13.55
SWE,H17,4666,01:17:46,00:17:49,17:49,03:34,16.82,115,00:35:45,17:55,03:36,16.73,117,00:54:22,18:37,03:44,16.11,121,01:13:44,19:21,03:53,15.49,131,4666,01:17:46,04:01,03:41,16.36
SWE,H17,4668,01:17:48,00:17:22,17:22,03:29,17.26,86,00:34:49,17:26,03:30,17.20,84,00:53:32,18:42,03:45,16.03,96,01:13:14,19:42,03:57,15.22,114,4668,01:17:48,04:34,04:10,14.41
SUI,D17,5538,01:32:18,00:22:13,22:13,04:27,13.50,221,00:43:44,21:31,04:19,13.94,178,01:05:42,21:58,04:24,13.66,153,01:27:42,21:59,04:24,13.64,132,5538,01:32:18,04:35,04:12,14.33
SWE,H35,4669,01:17:49,00:17:57,17:57,03:36,16.71,129,00:35:47,17:49,03:34,16.82,119,00:54:19,18:32,03:43,16.18,118,01:13:42,19:22,03:53,15.49,129,4669,01:17:49,04:07,03:46,15.98
SWE,D17,5551,01:32:31,00:22:09,22:09,04:26,13.54,216,00:43:39,21:30,04:19,13.95,169,01:05:56,22:16,04:28,13.47,157,01:28:04,22:08,04:26,13.54,143,5551,01:32:31,04:26,04:03,14.82
SWE,H35,4669,01:17:49,00:17:22,17:22,03:29,17.27,84,00:35:06,17:44,03:33,16.91,98,00:53:27,18:21,03:41,16.35,93,01:13:34,20:06,04:02,14.92,125,4669,01:17:49,04:15,03:53,15.47
SWE,D35,5553,01:32:33,00:20:59,20:59,04:12,14.29,98,00:42:37,21:37,04:20,13.87,135,01:05:05,22:27,04:30,13.35,142,01:27:57,22:51,04:35,13.12,139,5553,01:32:33,04:36,04:12,14.30
SWE,H17,4670,01:17:50,00:17:35,17:35,03:32,17.06,96,00:35:35,17:59,03:36,16.67,108,00:54:26,18:51,03:47,15.91,123,01:13:47,19:21,03:53,15.50,132,4670,01:17:50,04:03,03:42,16.22
SWE,D40,5554,01:32:34,00:22:44,22:44,04:33,13.19,326,00:43:59,21:14,04:15,14.12,195,01:05:58,21:59,04:24,13.64,160,01:27:56,21:57,04:24,13.66,137,5554,01:32:34,04:37,04:14,14.21
SWE,H17,4671,01:17:51,00:17:42,17:42,03:33,16.94,105,00:35:45,18:03,03:37,16.62,118,00:54:35,18:49,03:46,15.94,130,01:13:48,19:13,03:51,15.61,134,4671,01:17:51,04:03,03:42,16.23
SWE,D45,5557,01:32:37,00:21:19,21:19,04:16,14.07,129,00:42:37,21:18,04:16,14.08,136,01:04:56,22:19,04:28,13.44,137,01:27:51,22:54,04:35,13.10,135,5557,01:32:37,04:45,04:21,13.82
DEN,H35,4672,01:17:52,00:18:31,18:31,03:43,16.20,208,00:36:29,17:58,03:36,16.69,173,00:55:05,18:36,03:44,16.13,158,01:13:48,18:42,03:45,16.04,134,4672,01:17:52,04:04,03:43,16.16
SWE,D17,5562,01:32:42,00:22:40,22:40,04:33,13.23,306,00:44:30,21:49,04:22,13.75,231,01:06:22,21:52,04:23,13.71,177,01:28:07,21:45,04:22,13.79,144,5562,01:32:42,04:34,04:11,14.37
SWE,D17,5568,01:32:48,00:21:48,21:48,04:22,13.76,165,00:43:23,21:34,04:19,13.90,165,01:05:36,22:12,04:27,13.51,152,01:27:59,22:22,04:29,13.40,140,5568,01:32:48,04:49,04:24,13.64
SWE,D45,5568,01:32:48,00:20:55,20:55,04:12,14.33,91,00:42:00,21:04,04:13,14.24,103,01:04:11,22:11,04:27,13.52,115,01:27:48,23:36,04:44,12.70,134,5568,01:32:48,04:59,04:34,13.17
SWE,D17,5568,01:32:48,00:21:10,21:10,04:15,14.17,113,00:42:12,21:01,04:13,14.26,113,01:04:37,22:25,04:30,13.38,128,01:27:31,22:53,04:35,13.11,131,5568,01:32:48,05:17,04:50,12.44
SWE,H17,4672,01:17:52,00:18:32,18:32,03:43,16.18,209,00:36:45,18:13,03:39,16.47,194,00:55:11,18:26,03:42,16.26,162,01:13:57,18:45,03:46,15.99,141,4672,01:17:52,03:55,03:35,16.78
HUN,H35,4673,01:17:53,00:17:44,17:44,03:33,16.90,108,00:35:38,17:53,03:35,16.77,110,00:54:13,18:35,03:44,16.14,116,01:13:44,19:31,03:55,15.37,130,4673,01:17:53,04:08,03:47,15.88
SWE,H17,4675,01:17:55,00:18:27,18:27,03:42,16.25,196,00:36:34,18:07,03:38,16.56,179,00:55:16,18:41,03:45,16.05,164,01:14:00,18:44,03:45,16.00,142,4675,01:17:55,03:54,03:34,16.86
SWE,H40,4675,01:17:55,00:18:34,18:34,03:43,16.16,214,00:36:23,17:49,03:34,16.84,161,00:54:45,18:22,03:41,16.33,137,01:13:48,19:02,03:49,15.75,136,4675,01:17:55,04:07,03:46,15.98
SWE,D17,5569,01:32:49,00:20:56,20:56,04:12,14.33,93,00:42:03,21:07,04:14,14.21,104,01:04:23,22:19,04:28,13.44,118,01:27:44,23:21,04:41,12.84,133,5569,01:32:49,05:05,04:39,12.94
BRA,D17,5572,01:32:52,00:21:22,21:22,04:17,14.03,140,00:42:59,21:36,04:20,13.88,148,01:05:12,22:13,04:27,13.50,144,01:28:03,22:50,04:35,13.14,141,5572,01:32:52,04:49,04:25,13.62
SWE,H35,4676,01:17:56,00:18:12,18:12,03:39,16.48,166,00:36:13,18:00,03:37,16.66,152,00:54:50,18:36,03:44,16.12,143,01:14:01,19:11,03:51,15.63,143,4676,01:17:56,03:55,03:35,16.79
SWE,D17,5575,01:32:55,00:21:48,21:48,04:22,13.75,166,00:43:00,21:11,04:15,14.16,149,01:05:20,22:20,04:29,13.43,147,01:28:04,22:43,04:33,13.20,142,5575,01:32:55,04:50,04:26,13.58
SWE,H17,4676,01:17:56,00:18:02,18:02,03:37,16.62,139,00:36:02,17:59,03:36,16.67,139,00:54:49,18:46,03:46,15.98,141,01:13:55,19:05,03:50,15.71,140,4676,01:17:56,04:01,03:41,16.35
SWE,D35,5578,01:32:58,00:21:18,21:18,04:16,14.08,125,00:42:32,21:13,04:15,14.13,127,01:04:50,22:18,04:28,13.45,132,01:27:55,23:04,04:37,13.00,136,5578,01:32:58,05:02,04:36,13.05
SWE,H45,4679,01:17:59,00:18:16,18:16,03:40,16.42,171,00:36:22,18:06,03:38,16.57,159,00:54:58,18:35,03:44,16.13,151,01:14:01,19:03,03:49,15.74,144,4679,01:17:59,03:57,03:37,16.62
DEN,H17,4681,01:18:01,00:18:21,18:21,03:41,16.34,183,00:36:22,18:01,03:37,16.65,160,00:55:01,18:39,03:44,16.08,153,01:13:54,18:52,03:47,15.89,139,4681,01:18:01,04:06,03:46,15.99
SWE,D17,5593,01:33:13,00:21:29,21:29,04:18,13.96,147,00:42:22,20:52,04:11,14.37,123,01:05:01,22:39,04:32,13.24,140,01:28:26,23:25,04:41,12.81,147,5593,01:33:13,04:46,04:22,13.77
NOR,H40,4683,01:18:03,00:18:49,18:49,03:46,15.94,279,00:36:35,17:46,03:34,16.88,181,00:54:50,18:15,03:40,16.43,144,01:14:03,19:12,03:51,15.62,145,4683,01:18:03,04:00,03:40,16.42
SWE,D40,5594,01:33:14,00:22:15,22:15,04:28,13.48,225,00:43:52,21:37,04:20,13.87,184,01:05:58,22:05,04:26,13.58,159,01:28:31,22:32,04:31,13.31,150,5594,01:33:14,04:43,04:19,13.93
SWE,H17,4689,01:18:09,00:17:30,17:30,03:31,17.13,94,00:36:02,18:31,03:43,16.19,138,00:54:52,18:50,03:47,15.92,148,01:14:09,19:17,03:52,15.55,148,4689,01:18:09,03:59,03:39,16.51
SWE,D40,5601,01:33:21,00:22:28,22:28,04:30,13.35,253,00:43:49,21:21,04:17,14.05,182,01:06:07,22:17,04:28,13.45,163,01:28:33,22:25,04:30,13.38,151,5601,01:33:21,04:48,04:23,13.69
SWE,D17,5603,01:33:23,00:21:18,21:18,04:16,14.08,123,00:42:10,20:52,04:11,14.37,109,01:04:05,21:54,04:23,13.69,111,01:27:56,23:51,04:47,12.58,138,5603,01:33:23,05:26,04:58,12.09
SWE,H40,4690,01:18:10,00:18:15,18:15,03:40,16.43,170,00:36:14,17:59,03:36,16.68,153,00:54:48,18:34,03:43,16.15,140,01:14:04,19:15,03:52,15.57,146,4690,01:18:10,04:05,03:44,16.10
SWE,D40,5606,01:33:26,00:21:21,21:21,04:17,14.04,136,00:42:50,21:28,04:18,13.97,144,01:05:17,22:27,04:30,13.36,145,01:28:23,23:05,04:38,12.99,145,5606,01:33:26,05:03,04:37,13.00
SWE,H40,4690,01:18:10,00:18:04,18:04,03:37,16.60,144,00:35:56,17:52,03:35,16.78,132,00:54:51,18:55,03:48,15.86,146,01:14:12,19:20,03:53,15.51,149,4690,01:18:10,03:57,03:37,16.62
SWE,D40,5609,01:33:29,00:21:41,21:41,04:21,13.83,160,00:43:06,21:25,04:18,14.00,153,01:05:21,22:14,04:27,13.49,148,01:28:34,23:13,04:39,12.92,152,5609,01:33:29,04:55,04:30,13.38
SWE,H17,4692,01:18:12,00:17:55,17:55,03:36,16.74,124,00:36:10,18:15,03:40,16.43,150,00:55:12,19:01,03:49,15.77,163,01:14:24,19:12,03:51,15.62,156,4692,01:18:12,03:48,03:28,17.31
SWE,D17,5611,01:33:31,00:21:06,21:06,04:14,14.22,106,00:42:09,21:03,04:13,14.25,108,01:04:33,22:24,04:29,13.39,126,01:28:23,23:49,04:46,12.59,146,5611,01:33:31,05:08,04:41,12.82
SWE,H17,4695,01:18:15,00:18:05,18:05,03:38,16.58,149,00:35:54,17:49,03:34,16.84,128,00:54:20,18:25,03:42,16.28,120,01:13:52,19:32,03:55,15.36,138,4695,01:18:15,04:22,04:00,15.04
SWE,H17,4696,01:18:16,00:17:53,17:53,03:35,16.76,122,00:35:49,17:55,03:36,16.74,120,00:54:33,18:43,03:45,16.02,129,01:14:07,19:34,03:55,15.33,147,4696,01:18:16,04:08,03:47,15.87
SWE,D17,5615,01:33:35,00:21:01,21:01,04:13,14.27,100,00:42:19,21:17,04:16,14.09,120,01:04:55,22:36,04:32,13.27,136,01:28:30,23:35,04:44,12.72,149,5615,01:33:35,05:04,04:38,12.98
SWE,H35,4696,01:18:16,00:18:23,18:23,03:41,16.31,188,00:36:37,18:13,03:39,16.46,184,00:55:23,18:46,03:46,15.98,173,01:14:13,18:50,03:46,15.93,151,4696,01:18:16,04:03,03:42,16.25
SWE,D40,5615,01:33:35,00:21:18,21:18,04:16,14.08,126,00:42:32,21:13,04:15,14.13,128,01:04:55,22:22,04:29,13.41,135,01:28:29,23:34,04:43,12.73,148,5615,01:33:35,05:06,04:40,12.88
SWE,H17,4697,01:18:17,00:18:00,18:00,03:37,16.66,138,00:36:26,18:26,03:42,16.27,166,00:55:04,18:38,03:44,16.10,156,01:14:13,19:08,03:50,15.68,150,4697,01:18:17,04:04,03:43,16.18
SWE,D35,5618,01:33:38,00:21:53,21:53,04:23,13.70,174,00:43:27,21:34,04:19,13.91,166,01:05:45,22:17,04:28,13.46,154,01:28:45,22:59,04:36,13.05,154,5618,01:33:38,04:53,04:28,13.48
SWE,D17,5620,01:33:40,00:22:05,22:05,04:26,13.58,201,00:43:50,21:45,04:22,13.79,183,01:06:09,22:18,04:28,13.45,164,01:28:54,22:45,04:34,13.18,156,5620,01:33:40,04:45,04:21,13.83
SWE,H40,4697,01:18:17,00:18:19,18:19,03:40,16.38,176,00:36:27,18:08,03:38,16.53,170,00:55:09,18:41,03:45,16.04,160,01:14:14,19:04,03:49,15.72,152,4697,01:18:17,04:02,03:42,16.28
SWE,D17,5621,01:33:41,00:22:20,22:20,04:29,13.43,238,00:44:18,21:58,04:24,13.65,218,01:06:41,22:22,04:29,13.41,190,01:29:00,22:19,04:28,13.44,162,5621,01:33:41,04:40,04:16,14.07
SWE,H17,4700,01:18:20,00:18:21,18:21,03:41,16.35,182,00:36:32,18:11,03:39,16.50,178,00:55:22,18:50,03:47,15.92,171,01:14:22,18:59,03:48,15.80,153,4700,01:18:20,03:58,03:38,16.57
SWE,D17,5625,01:33:45,00:22:01,22:01,04:25,13.62,191,00:43:58,21:56,04:24,13.67,194,01:06:23,22:25,04:30,13.38,178,01:28:54,22:31,04:31,13.32,157,5625,01:33:45,04:50,04:25,13.60
SWE,H40,4707,01:18:27,00:18:18,18:18,03:40,16.39,174,00:36:18,18:00,03:37,16.66,157,00:55:06,18:47,03:46,15.96,159,01:14:23,19:17,03:52,15.55,154,4707,01:18:27,04:04,03:43,16.16
SWE,H17,4709,01:18:29,00:19:42,19:42,03:57,15.22,604,00:38:05,18:23,03:41,16.31,357,00:56:46,18:40,03:45,16.07,270,01:14:49,18:03,03:37,16.61,173,4709,01:18:29,03:39,03:21,17.99
SWE,D50,5626,01:33:46,00:21:24,21:24,04:17,14.02,144,00:43:15,21:51,04:23,13.72,161,01:05:59,22:44,04:33,13.20,161,01:28:59,22:59,04:36,13.05,160,5626,01:33:46,04:47,04:22,13.75
SWE,D17,5627,01:33:47,00:21:19,21:19,04:16,14.06,130,00:42:45,21:26,04:18,14.00,141,01:05:22,22:36,04:32,13.27,149,01:28:43,23:21,04:41,12.85,153,5627,01:33:47,05:03,04:37,13.00
SWE,H35,4709,01:18:29,00:18:59,18:59,03:48,15.80,321,00:37:16,18:17,03:40,16.41,251,00:55:41,18:24,03:41,16.29,186,01:14:25,18:44,03:45,16.01,158,4709,01:18:29,04:04,03:44,16.14
SWE,H17,4711,01:18:31,00:18:48,18:48,03:46,15.95,276,00:36:55,18:06,03:38,16.57,208,00:55:28,18:33,03:43,16.16,175,01:14:26,18:58,03:48,15.82,161,4711,01:18:31,04:04,03:44,16.13
SWE,D17,5627,01:33:47,00:22:00,22:00,04:25,13.63,189,00:43:14,21:14,04:15,14.12,160,01:05:47,22:32,04:31,13.30,156,01:28:57,23:09,04:38,12.96,158,5627,01:33:47,04:50,04:25,13.59
SWE,H17,4718,01:18:38,00:18:23,18:23,03:41,16.31,189,00:36:05,17:42,03:33,16.95,140,00:54:30,18:24,03:41,16.29,128,01:13:40,19:10,03:51,15.65,128,4718,01:18:38,04:57,04:32,13.28
NOR,D17,5630,01:33:50,00:21:53,21:53,04:23,13.70,175,00:43:39,21:45,04:22,13.79,170,01:06:10,22:30,04:31,13.32,166,01:28:51,22:40,04:33,13.23,155,5630,01:33:50,04:59,04:33,13.20
SWE,D35,5631,01:33:51,00:21:38,21:38,04:20,13.87,156,00:43:10,21:32,04:19,13.93,155,01:05:45,22:34,04:31,13.29,155,01:28:57,23:12,04:39,12.93,159,5631,01:33:51,04:53,04:28,13.44
SWE,H40,4718,01:18:38,00:18:45,18:45,03:46,15.99,260,00:37:04,18:18,03:40,16.38,226,00:55:52,18:48,03:46,15.96,203,01:14:43,18:51,03:47,15.91,169,4718,01:18:38,03:54,03:34,16.85
SWE,H40,4718,01:18:38,00:18:35,18:35,03:44,16.14,217,00:36:42,18:07,03:38,16.55,189,00:55:21,18:38,03:44,16.09,169,01:14:26,19:04,03:49,15.72,160,4718,01:18:38,04:12,03:51,15.65
SWE,D35,5637,01:33:57,00:22:21,22:21,04:29,13.42,243,00:43:53,21:32,04:19,13.93,185,01:06:18,22:25,04:30,13.38,175,01:29:09,22:50,04:35,13.13,164,5637,01:33:57,04:48,04:23,13.71
SWE,H40,4718,01:18:38,00:18:22,18:22,03:41,16.33,187,00:36:30,18:07,03:38,16.55,174,00:55:19,18:49,03:46,15.94,166,01:14:31,19:12,03:51,15.62,162,4718,01:18:38,04:07,03:46,15.97
SWE,D45,5640,01:34:00,00:22:06,22:06,04:26,13.57,206,00:43:45,21:39,04:20,13.86,180,01:06:18,22:32,04:31,13.31,174,01:29:07,22:49,04:34,13.15,163,5640,01:34:00,04:53,04:28,13.45
SWE,H17,4718,01:18:38,00:18:26,18:26,03:42,16.27,191,00:36:38,18:12,03:39,16.48,186,00:55:25,18:47,03:46,15.96,174,01:14:31,19:05,03:50,15.71,163,4718,01:18:38,04:07,03:46,15.98
SWE,D35,5646,01:34:06,00:21:57,21:57,04:24,13.67,182,00:43:05,21:08,04:14,14.19,151,01:04:59,21:53,04:23,13.70,138,01:28:59,24:00,04:49,12.50,160,5646,01:34:06,05:07,04:41,12.85
SWE,H17,4718,01:18:38,00:18:53,18:53,03:47,15.88,293,00:37:29,18:36,03:44,16.13,285,00:55:59,18:29,03:42,16.22,210,01:14:37,18:38,03:44,16.09,166,4718,01:18:38,04:01,03:40,16.39
SWE,D35,5655,01:34:15,00:22:20,22:20,04:29,13.43,239,00:44:19,21:58,04:24,13.65,221,01:06:54,22:34,04:31,13.29,198,01:29:27,22:32,04:31,13.31,168,5655,01:34:15,04:48,04:23,13.70
NOR,D40,5657,01:34:17,00:21:53,21:53,04:23,13.71,173,00:43:41,21:48,04:22,13.76,173,01:06:13,22:31,04:31,13.31,170,01:29:35,23:22,04:41,12.83,172,5657,01:34:17,04:41,04:17,14.04
SWE,H17,4720,01:18:40,00:17:22,17:22,03:29,17.27,85,00:34:40,17:18,03:28,17.34,82,00:53:19,18:39,03:44,16.09,91,01:14:25,21:05,04:14,14.22,159,4720,01:18:40,04:15,03:53,15.47
NOR,H40,4720,01:18:40,00:18:41,18:41,03:45,16.05,244,00:36:53,18:12,03:39,16.48,205,00:55:11,18:17,03:40,16.40,161,01:14:23,19:12,03:51,15.62,155,4720,01:18:40,04:16,03:55,15.38
SWE,D17,5659,01:34:19,00:21:43,21:43,04:21,13.81,162,00:43:43,21:59,04:24,13.64,176,01:06:11,22:27,04:30,13.36,168,01:29:20,23:09,04:38,12.96,167,5659,01:34:19,04:58,04:33,13.23
NOR,H17,4725,01:18:45,00:18:20,18:20,03:41,16.35,179,00:36:17,17:56,03:36,16.71,156,00:54:49,18:31,03:43,16.19,141,01:14:34,19:45,03:58,15.19,165,4725,01:18:45,04:11,03:50,15.70
SWE,D17,5660,01:34:20,00:22:23,22:23,04:29,13.40,246,00:44:17,21:54,04:23,13.70,214,01:06:36,22:19,04:28,13.44,185,01:29:31,22:55,04:36,13.09,170,5660,01:34:20,04:48,04:23,13.69
NOR,H17,4726,01:18:46,00:18:03,18:03,03:37,16.61,142,00:35:57,17:53,03:35,16.77,134,00:54:42,18:44,03:45,16.00,136,01:14:24,19:42,03:57,15.22,157,4726,01:18:46,04:21,03:59,15.12
SWE,D35,5662,01:34:22,00:22:00,22:00,04:25,13.64,187,00:43:43,21:43,04:21,13.81,175,01:06:29,22:45,04:34,13.18,179,01:29:28,22:59,04:36,13.05,169,5662,01:34:22,04:54,04:29,13.43
SWE,H35,4726,01:18:46,00:18:36,18:36,03:44,16.13,222,00:36:44,18:08,03:38,16.54,192,00:55:23,18:39,03:44,16.08,172,01:14:39,19:16,03:52,15.57,168,4726,01:18:46,04:06,03:45,16.01
SWE,D45,5667,01:34:27,00:22:07,22:07,04:26,13.56,210,00:43:55,21:47,04:22,13.76,189,01:06:34,22:38,04:32,13.25,181,01:29:38,23:04,04:37,13.00,174,5667,01:34:27,04:48,04:24,13.68
SWE,D17,5667,01:34:27,00:22:07,22:07,04:26,13.56,209,00:43:54,21:47,04:22,13.77,188,01:06:34,22:39,04:32,13.24,181,01:29:39,23:04,04:37,13.00,175,5667,01:34:27,04:48,04:24,13.68
SWE,H45,4727,01:18:47,00:18:07,18:07,03:38,16.55,152,00:36:00,17:52,03:35,16.78,137,00:55:05,19:04,03:49,15.73,157,01:14:32,19:26,03:54,15.43,164,4727,01:18:47,04:15,03:53,15.45
SWE,H35,4729,01:18:49,00:19:01,19:01,03:49,15.77,335,00:37:06,18:05,03:38,16.59,229,00:55:43,18:37,03:44,16.11,189,01:14:50,19:06,03:50,15.70,174,4729,01:18:49,03:59,03:38,16.52
SWE,D35,5668,01:34:28,00:21:12,21:12,04:15,14.14,118,00:42:14,21:02,04:13,14.26,116,01:05:01,22:46,04:34,13.17,139,01:29:16,24:15,04:52,12.37,166,5668,01:34:28,05:11,04:45,12.67
SWE,H40,4731,01:18:51,00:18:54,18:54,03:47,15.87,298,00:36:51,17:56,03:36,16.72,200,00:55:35,18:44,03:45,16.01,181,01:14:51,19:15,03:52,15.57,176,4731,01:18:51,04:00,03:39,16.44
SWE,D17,5669,01:34:29,00:22:37,22:37,04:32,13.26,296,00:43:59,21:21,04:17,14.05,196,01:06:34,22:35,04:32,13.28,184,01:29:35,23:00,04:37,13.04,171,5669,01:34:29,04:54,04:29,13.41
SWE,D40,5672,01:34:32,00:22:28,22:28,04:30,13.34,257,00:44:13,21:44,04:21,13.80,209,01:06:41,22:28,04:30,13.35,191,01:29:39,22:57,04:36,13.07,176,5672,01:34:32,04:52,04:27,13.49
SWE,H40,4733,01:18:53,00:18:30,18:30,03:43,16.20,205,00:36:38,18:07,03:38,16.56,185,00:55:47,19:08,03:50,15.67,194,01:14:46,18:59,03:48,15.79,171,4733,01:18:53,04:07,03:46,15.98
SWE,H17,4735,01:18:55,00:18:53,18:53,03:47,15.88,296,00:37:19,18:26,03:42,16.27,259,00:56:06,18:46,03:46,15.98,222,01:14:56,18:49,03:46,15.93,177,4735,01:18:55,03:58,03:38,16.54
SWE,D17,5677,01:34:37,00:22:24,22:24,04:29,13.39,247,00:44:12,21:47,04:22,13.76,208,01:06:43,22:31,04:31,13.32,194,01:29:46,23:02,04:37,13.02,179,5677,01:34:37,04:51,04:26,13.54
SWE,H50,4736,01:18:56,00:18:34,18:34,03:43,16.14,216,00:36:46,18:11,03:39,16.49,195,00:55:29,18:43,03:45,16.02,177,01:14:45,19:15,03:52,15.58,170,4736,01:18:56,04:11,03:50,15.72
SWE,D17,5681,01:34:41,00:22:37,22:37,04:32,13.26,295,00:45:35,22:57,04:36,13.06,351,01:07:49,22:14,04:27,13.49,247,01:30:05,22:15,04:28,13.48,189,5681,01:34:41,04:36,04:12,14.29
